user_id,timestamp,base_station_id,zone,persona_type
U018,2024-06-02 11:21:31,BS110,south_residential,shopaholic
U019,2024-06-02 11:21:31,BS205,teaching_core,dormitory_resident
U020,2024-06-02 11:21:31,BS216,north_commercial,academic
U021,2024-06-02 11:21:31,BS110,south_residential,academic
U022,2024-06-02 11:21:31,BS211,teaching_core,academic
U023,2024-06-02 11:21:31,BS101,south_residential,social_student
U024,2024-06-02 11:21:31,BS214,teaching_core,academic
U025,2024-06-02 11:21:31,BS107,east_transport,commuter
U026,2024-06-02 11:21:31,BS213,teaching_core,academic
U027,2024-06-02 11:21:31,BS101,south_residential,dormitory_resident
U028,2024-06-02 11:21:31,BS102,south_residential,student_athlete
U029,2024-06-02 11:21:31,BS106,north_commercial,foodie
U030,2024-06-02 11:21:31,BS202,teaching_core,academic
U031,2024-06-02 11:21:31,BS107,east_transport,academic
U032,2024-06-02 11:21:31,BS101,south_residential,dormitory_resident
U033,2024-06-02 11:21:31,BS110,south_residential,student_athlete
U034,2024-06-02 11:21:31,BS214,teaching_core,social_student
U035,2024-06-02 11:21:31,BS102,south_residential,student_athlete
U036,2024-06-02 11:21:31,BS302,south_residential,dormitory_resident
U037,2024-06-02 11:21:31,BS110,south_residential,dormitory_resident
U038,2024-06-02 11:21:31,BS102,south_residential,dormitory_resident
U039,2024-06-02 11:21:31,BS206,teaching_core,dormitory_resident
U040,2024-06-02 11:21:31,BS215,north_commercial,foodie
U041,2024-06-02 11:21:31,BS208,north_commercial,shopaholic
U042,2024-06-02 11:21:31,BS302,south_residential,social_student
U043,2024-06-02 11:21:31,BS211,teaching_core,academic
U044,2024-06-02 11:21:31,BS102,south_residential,student_athlete
U045,2024-06-02 11:21:31,BS202,teaching_core,academic
U046,2024-06-02 11:21:31,BS102,south_residential,dormitory_resident
U047,2024-06-02 11:21:31,BS205,teaching_core,academic
U048,2024-06-02 11:21:31,BS215,north_commercial,social_student
U049,2024-06-02 11:21:31,BS101,south_residential,social_student
U050,2024-06-02 11:21:31,BS302,south_residential,dormitory_resident
U001,2024-06-02 12:28:56,BS106,north_commercial,academic
U002,2024-06-02 12:28:56,BS101,south_residential,dormitory_resident
U003,2024-06-02 12:28:56,BS108,east_transport,academic
U004,2024-06-02 12:28:56,BS215,north_commercial,shopaholic
U005,2024-06-02 12:28:56,BS109,south_residential,student_athlete
U006,2024-06-02 12:28:56,BS102,south_residential,foodie
U007,2024-06-02 12:28:56,BS106,north_commercial,social_student
U008,2024-06-02 12:28:56,BS106,north_commercial,social_student
U009,2024-06-02 12:28:56,BS215,north_commercial,traveler
U010,2024-06-02 12:28:56,BS108,east_transport,academic
U011,2024-06-02 12:28:56,BS202,teaching_core,student_athlete
U012,2024-06-02 12:28:56,BS215,north_commercial,social_student
U013,2024-06-02 12:28:56,BS106,north_commercial,academic
U014,2024-06-02 12:28:56,BS216,north_commercial,academic
U015,2024-06-02 12:28:56,BS213,teaching_core,academic
U016,2024-06-02 12:28:56,BS217,north_commercial,foodie
U017,2024-06-02 12:28:56,BS203,teaching_core,academic
U018,2024-06-02 12:28:56,BS209,north_commercial,shopaholic
U019,2024-06-02 12:28:56,BS104,teaching_core,dormitory_resident
U020,2024-06-02 12:28:56,BS208,north_commercial,academic
U021,2024-06-02 12:28:56,BS211,teaching_core,academic
U022,2024-06-02 12:28:56,BS211,teaching_core,academic
U023,2024-06-02 12:28:56,BS110,south_residential,social_student
U024,2024-06-02 12:28:56,BS208,north_commercial,academic
U025,2024-06-02 12:28:56,BS212,teaching_core,commuter
U026,2024-06-02 12:28:56,BS104,teaching_core,academic
U027,2024-06-02 12:28:56,BS101,south_residential,dormitory_resident
U028,2024-06-02 12:28:56,BS104,teaching_core,student_athlete
U029,2024-06-02 12:28:56,BS216,north_commercial,foodie
U030,2024-06-02 12:28:56,BS208,north_commercial,academic
U031,2024-06-02 12:28:56,BS102,south_residential,academic
U032,2024-06-02 12:28:56,BS110,south_residential,dormitory_resident
U033,2024-06-02 12:28:56,BS110,south_residential,student_athlete
U034,2024-06-02 12:28:56,BS216,north_commercial,social_student
U035,2024-06-02 12:28:56,BS207,teaching_core,student_athlete
U036,2024-06-02 12:28:56,BS102,south_residential,dormitory_resident
U037,2024-06-02 12:28:56,BS217,north_commercial,dormitory_resident
U038,2024-06-02 12:28:56,BS110,south_residential,dormitory_resident
U039,2024-06-02 12:28:56,BS216,north_commercial,dormitory_resident
U040,2024-06-02 12:28:56,BS209,north_commercial,foodie
U041,2024-06-02 12:28:56,BS210,east_transport,shopaholic
U042,2024-06-02 12:28:56,BS302,south_residential,social_student
U043,2024-06-02 12:28:56,BS106,north_commercial,academic
U044,2024-06-02 12:28:56,BS109,south_residential,student_athlete
U045,2024-06-02 12:28:56,BS209,north_commercial,academic
U046,2024-06-02 12:28:56,BS215,north_commercial,dormitory_resident
U047,2024-06-02 12:28:56,BS103,teaching_core,academic
U048,2024-06-02 12:28:56,BS208,north_commercial,social_student
U049,2024-06-02 12:28:56,BS101,south_residential,social_student
U050,2024-06-02 12:28:56,BS109,south_residential,dormitory_resident
U001,2024-06-02 13:18:48,BS216,north_commercial,academic
U002,2024-06-02 13:18:48,BS109,south_residential,dormitory_resident
U003,2024-06-02 13:18:48,BS104,teaching_core,academic
U004,2024-06-02 13:18:48,BS215,north_commercial,shopaholic
U005,2024-06-02 13:18:48,BS110,south_residential,student_athlete
U006,2024-06-02 13:18:48,BS102,south_residential,foodie
U007,2024-06-02 13:18:48,BS106,north_commercial,social_student
U008,2024-06-02 13:18:48,BS106,north_commercial,social_student
U009,2024-06-02 13:18:48,BS217,north_commercial,traveler
U010,2024-06-02 13:18:48,BS210,east_transport,academic
U011,2024-06-02 13:18:48,BS205,teaching_core,student_athlete
U012,2024-06-02 13:18:48,BS216,north_commercial,social_student
U013,2024-06-02 13:18:48,BS208,north_commercial,academic
U014,2024-06-02 13:18:48,BS209,north_commercial,academic
U015,2024-06-02 13:18:48,BS213,teaching_core,academic
U016,2024-06-02 13:18:48,BS208,north_commercial,foodie
U017,2024-06-02 13:18:48,BS207,teaching_core,academic
U018,2024-06-02 13:18:48,BS217,north_commercial,shopaholic
U019,2024-06-02 13:18:48,BS202,teaching_core,dormitory_resident
U020,2024-06-02 13:18:48,BS216,north_commercial,academic
U021,2024-06-02 13:18:48,BS211,teaching_core,academic
U022,2024-06-02 13:18:48,BS205,teaching_core,academic
U023,2024-06-02 13:18:48,BS102,south_residential,social_student
U024,2024-06-02 13:18:48,BS206,teaching_core,academic
U025,2024-06-02 13:18:48,BS106,north_commercial,commuter
U026,2024-06-02 13:18:48,BS302,south_residential,academic
U027,2024-06-02 13:18:48,BS209,north_commercial,dormitory_resident
U028,2024-06-02 13:18:48,BS101,south_residential,student_athlete
U029,2024-06-02 13:18:48,BS215,north_commercial,foodie
U030,2024-06-02 13:18:48,BS204,teaching_core,academic
U031,2024-06-02 13:18:48,BS302,south_residential,academic
U032,2024-06-02 13:18:48,BS101,south_residential,dormitory_resident
U033,2024-06-02 13:18:48,BS102,south_residential,student_athlete
U034,2024-06-02 13:18:48,BS210,east_transport,social_student
U035,2024-06-02 13:18:48,BS213,teaching_core,student_athlete
U036,2024-06-02 13:18:48,BS216,north_commercial,dormitory_resident
U037,2024-06-02 13:18:48,BS101,south_residential,dormitory_resident
U038,2024-06-02 13:18:48,BS109,south_residential,dormitory_resident
U039,2024-06-02 13:18:48,BS201,teaching_core,dormitory_resident
U040,2024-06-02 13:18:48,BS106,north_commercial,foodie
U041,2024-06-02 13:18:48,BS210,east_transport,shopaholic
U042,2024-06-02 13:18:48,BS302,south_residential,social_student
U043,2024-06-02 13:18:48,BS207,teaching_core,academic
U044,2024-06-02 13:18:48,BS110,south_residential,student_athlete
U045,2024-06-02 13:18:48,BS208,north_commercial,academic
U046,2024-06-02 13:18:48,BS217,north_commercial,dormitory_resident
U047,2024-06-02 13:18:48,BS104,teaching_core,academic
U048,2024-06-02 13:18:48,BS106,north_commercial,social_student
U049,2024-06-02 13:18:48,BS217,north_commercial,social_student
U050,2024-06-02 13:18:48,BS101,south_residential,dormitory_resident
U001,2024-06-02 14:25:47,BS215,north_commercial,academic
U002,2024-06-02 14:25:47,BS109,south_residential,dormitory_resident
U003,2024-06-02 14:25:47,BS106,north_commercial,academic
U004,2024-06-02 14:25:47,BS213,teaching_core,shopaholic
U005,2024-06-02 14:25:47,BS302,south_residential,student_athlete
U006,2024-06-02 14:25:47,BS107,east_transport,foodie
U007,2024-06-02 14:25:47,BS208,north_commercial,social_student
U008,2024-06-02 14:25:47,BS209,north_commercial,social_student
U009,2024-06-02 14:25:47,BS210,east_transport,traveler
U010,2024-06-02 14:25:47,BS107,east_transport,academic
U011,2024-06-02 14:25:47,BS108,east_transport,student_athlete
U012,2024-06-02 14:25:47,BS209,north_commercial,social_student
U013,2024-06-02 14:25:47,BS215,north_commercial,academic
U014,2024-06-02 14:25:47,BS217,north_commercial,academic
U015,2024-06-02 14:25:47,BS211,teaching_core,academic
U016,2024-06-02 14:25:47,BS209,north_commercial,foodie
U017,2024-06-02 14:25:47,BS201,teaching_core,academic
U018,2024-06-02 14:25:47,BS107,east_transport,shopaholic
U019,2024-06-02 14:25:47,BS104,teaching_core,dormitory_resident
U020,2024-06-02 14:25:47,BS201,teaching_core,academic
U021,2024-06-02 14:25:47,BS104,teaching_core,academic
U022,2024-06-02 14:25:47,BS206,teaching_core,academic
U023,2024-06-02 14:25:47,BS208,north_commercial,social_student
U024,2024-06-02 14:25:47,BS201,teaching_core,academic
U025,2024-06-02 14:25:47,BS217,north_commercial,commuter
U026,2024-06-02 14:25:47,BS216,north_commercial,academic
U027,2024-06-02 14:25:47,BS208,north_commercial,dormitory_resident
U028,2024-06-02 14:25:47,BS110,south_residential,student_athlete
U029,2024-06-02 14:25:47,BS217,north_commercial,foodie
U030,2024-06-02 14:25:47,BS206,teaching_core,academic
U031,2024-06-02 14:25:47,BS102,south_residential,academic
U032,2024-06-02 14:25:47,BS101,south_residential,dormitory_resident
U033,2024-06-02 14:25:47,BS109,south_residential,student_athlete
U034,2024-06-02 14:25:47,BS107,east_transport,social_student
U035,2024-06-02 14:25:47,BS105,teaching_core,student_athlete
U036,2024-06-02 14:25:47,BS106,north_commercial,dormitory_resident
U037,2024-06-02 14:25:47,BS214,teaching_core,dormitory_resident
U038,2024-06-02 14:25:47,BS110,south_residential,dormitory_resident
U039,2024-06-02 14:25:47,BS207,teaching_core,dormitory_resident
U040,2024-06-02 14:25:47,BS209,north_commercial,foodie
U041,2024-06-02 14:25:47,BS107,east_transport,shopaholic
U042,2024-06-02 14:25:47,BS110,south_residential,social_student
U043,2024-06-02 14:25:47,BS213,teaching_core,academic
U044,2024-06-02 14:25:47,BS101,south_residential,student_athlete
U045,2024-06-02 14:25:47,BS211,teaching_core,academic
U046,2024-06-02 14:25:47,BS106,north_commercial,dormitory_resident
U047,2024-06-02 14:25:47,BS211,teaching_core,academic
U048,2024-06-02 14:25:47,BS215,north_commercial,social_student
U049,2024-06-02 14:25:47,BS216,north_commercial,social_student
U050,2024-06-02 14:25:47,BS302,south_residential,dormitory_resident
U001,2024-06-02 15:38:40,BS209,north_commercial,academic
U002,2024-06-02 15:38:40,BS109,south_residential,dormitory_resident
U003,2024-06-02 15:38:40,BS108,east_transport,academic
U004,2024-06-02 15:38:40,BS217,north_commercial,shopaholic
U005,2024-06-02 15:38:40,BS302,south_residential,student_athlete
U006,2024-06-02 15:38:40,BS107,east_transport,foodie
U007,2024-06-02 15:38:40,BS217,north_commercial,social_student
U008,2024-06-02 15:38:40,BS208,north_commercial,social_student
U009,2024-06-02 15:38:40,BS107,east_transport,traveler
U010,2024-06-02 15:38:40,BS107,east_transport,academic
U011,2024-06-02 15:38:40,BS302,south_residential,student_athlete
U012,2024-06-02 15:38:40,BS208,north_commercial,social_student
U013,2024-06-02 15:38:40,BS103,teaching_core,academic
U014,2024-06-02 15:38:40,BS214,teaching_core,academic
U015,2024-06-02 15:38:40,BS105,teaching_core,academic
U016,2024-06-02 15:38:40,BS106,north_commercial,foodie
U017,2024-06-02 15:38:40,BS204,teaching_core,academic
U018,2024-06-02 15:38:40,BS106,north_commercial,shopaholic
U019,2024-06-02 15:38:40,BS101,south_residential,dormitory_resident
U020,2024-06-02 15:38:40,BS203,teaching_core,academic
U021,2024-06-02 15:38:40,BS213,teaching_core,academic
U022,2024-06-02 15:38:40,BS204,teaching_core,academic
U023,2024-06-02 15:38:40,BS301,east_transport,social_student
U024,2024-06-02 15:38:40,BS203,teaching_core,academic
U025,2024-06-02 15:38:40,BS209,north_commercial,commuter
U026,2024-06-02 15:38:40,BS217,north_commercial,academic
U027,2024-06-02 15:38:40,BS216,north_commercial,dormitory_resident
U028,2024-06-02 15:38:40,BS101,south_residential,student_athlete
U029,2024-06-02 15:38:40,BS107,east_transport,foodie
U030,2024-06-02 15:38:40,BS103,teaching_core,academic
U031,2024-06-02 15:38:40,BS215,north_commercial,academic
U032,2024-06-02 15:38:40,BS102,south_residential,dormitory_resident
U033,2024-06-02 15:38:40,BS110,south_residential,student_athlete
U034,2024-06-02 15:38:40,BS208,north_commercial,social_student
U035,2024-06-02 15:38:40,BS102,south_residential,student_athlete
U036,2024-06-02 15:38:40,BS209,north_commercial,dormitory_resident
U037,2024-06-02 15:38:40,BS204,teaching_core,dormitory_resident
U038,2024-06-02 15:38:40,BS102,south_residential,dormitory_resident
U039,2024-06-02 15:38:40,BS212,teaching_core,dormitory_resident
U040,2024-06-02 15:38:40,BS209,north_commercial,foodie
U041,2024-06-02 15:38:40,BS301,east_transport,shopaholic
U042,2024-06-02 15:38:40,BS102,south_residential,social_student
U043,2024-06-02 15:38:40,BS106,north_commercial,academic
U044,2024-06-02 15:38:40,BS110,south_residential,student_athlete
U045,2024-06-02 15:38:40,BS212,teaching_core,academic
U046,2024-06-02 15:38:40,BS106,north_commercial,dormitory_resident
U047,2024-06-02 15:38:40,BS214,teaching_core,academic
U048,2024-06-02 15:38:40,BS216,north_commercial,social_student
U049,2024-06-02 15:38:40,BS208,north_commercial,social_student
U050,2024-06-02 15:38:40,BS110,south_residential,dormitory_resident
U001,2024-06-02 16:41:26,BS106,north_commercial,academic
U002,2024-06-02 16:41:26,BS103,teaching_core,dormitory_resident
U003,2024-06-02 16:41:26,BS217,north_commercial,academic
U004,2024-06-02 16:41:26,BS109,south_residential,shopaholic
U005,2024-06-02 16:41:26,BS102,south_residential,student_athlete
U006,2024-06-02 16:41:26,BS216,north_commercial,foodie
U007,2024-06-02 16:41:26,BS106,north_commercial,social_student
U008,2024-06-02 16:41:26,BS209,north_commercial,social_student
U009,2024-06-02 16:41:26,BS210,east_transport,traveler
U010,2024-06-02 16:41:26,BS107,east_transport,academic
U011,2024-06-02 16:41:26,BS102,south_residential,student_athlete
U012,2024-06-02 16:41:26,BS217,north_commercial,social_student
U013,2024-06-02 16:41:26,BS217,north_commercial,academic
U014,2024-06-02 16:41:26,BS206,teaching_core,academic
U015,2024-06-02 16:41:26,BS210,east_transport,academic
U016,2024-06-02 16:41:26,BS106,north_commercial,foodie
U017,2024-06-02 16:41:26,BS212,teaching_core,academic
U018,2024-06-02 16:41:26,BS217,north_commercial,shopaholic
U019,2024-06-02 16:41:26,BS110,south_residential,dormitory_resident
U020,2024-06-02 16:41:26,BS106,north_commercial,academic
U021,2024-06-02 16:41:26,BS205,teaching_core,academic
U022,2024-06-02 16:41:26,BS214,teaching_core,academic
U023,2024-06-02 16:41:26,BS107,east_transport,social_student
U024,2024-06-02 16:41:26,BS206,teaching_core,academic
U025,2024-06-02 16:41:26,BS217,north_commercial,commuter
U026,2024-06-02 16:41:26,BS216,north_commercial,academic
U027,2024-06-02 16:41:26,BS106,north_commercial,dormitory_resident
U028,2024-06-02 16:41:26,BS101,south_residential,student_athlete
U029,2024-06-02 16:41:26,BS216,north_commercial,foodie
U030,2024-06-02 16:41:26,BS108,east_transport,academic
U031,2024-06-02 16:41:26,BS217,north_commercial,academic
U032,2024-06-02 16:41:26,BS206,teaching_core,dormitory_resident
U033,2024-06-02 16:41:26,BS102,south_residential,student_athlete
U034,2024-06-02 16:41:26,BS216,north_commercial,social_student
U035,2024-06-02 16:41:26,BS101,south_residential,student_athlete
U036,2024-06-02 16:41:26,BS106,north_commercial,dormitory_resident
U037,2024-06-02 16:41:26,BS204,teaching_core,dormitory_resident
U038,2024-06-02 16:41:26,BS217,north_commercial,dormitory_resident
U039,2024-06-02 16:41:26,BS301,east_transport,dormitory_resident
U040,2024-06-02 16:41:26,BS301,east_transport,foodie
U041,2024-06-02 16:41:26,BS107,east_transport,shopaholic
U042,2024-06-02 16:41:26,BS102,south_residential,social_student
U043,2024-06-02 16:41:26,BS211,teaching_core,academic
U044,2024-06-02 16:41:26,BS110,south_residential,student_athlete
U045,2024-06-02 16:41:26,BS208,north_commercial,academic
U046,2024-06-02 16:41:26,BS215,north_commercial,dormitory_resident
U047,2024-06-02 16:41:26,BS104,teaching_core,academic
U048,2024-06-02 16:41:26,BS207,teaching_core,social_student
U049,2024-06-02 16:41:26,BS217,north_commercial,social_student
U050,2024-06-02 16:41:26,BS109,south_residential,dormitory_resident
U001,2024-06-02 17:40:56,BS215,north_commercial,academic
U002,2024-06-02 17:40:56,BS110,south_residential,dormitory_resident
U003,2024-06-02 17:40:56,BS106,north_commercial,academic
U004,2024-06-02 17:40:56,BS109,south_residential,shopaholic
U005,2024-06-02 17:40:56,BS110,south_residential,student_athlete
U006,2024-06-02 17:40:56,BS208,north_commercial,foodie
U007,2024-06-02 17:40:56,BS215,north_commercial,social_student
U008,2024-06-02 17:40:56,BS208,north_commercial,social_student
U009,2024-06-02 17:40:56,BS210,east_transport,traveler
U010,2024-06-02 17:40:56,BS108,east_transport,academic
U011,2024-06-02 17:40:56,BS201,teaching_core,student_athlete
U012,2024-06-02 17:40:56,BS209,north_commercial,social_student
U013,2024-06-02 17:40:56,BS207,teaching_core,academic
U014,2024-06-02 17:40:56,BS211,teaching_core,academic
U015,2024-06-02 17:40:56,BS210,east_transport,academic
U016,2024-06-02 17:40:56,BS208,north_commercial,foodie
U017,2024-06-02 17:40:56,BS210,east_transport,academic
U018,2024-06-02 17:40:56,BS215,north_commercial,shopaholic
U019,2024-06-02 17:40:56,BS102,south_residential,dormitory_resident
U020,2024-06-02 17:40:56,BS106,north_commercial,academic
U021,2024-06-02 17:40:56,BS215,north_commercial,academic
U022,2024-06-02 17:40:56,BS203,teaching_core,academic
U023,2024-06-02 17:40:56,BS210,east_transport,social_student
U024,2024-06-02 17:40:56,BS211,teaching_core,academic
U025,2024-06-02 17:40:56,BS215,north_commercial,commuter
U026,2024-06-02 17:40:56,BS208,north_commercial,academic
U027,2024-06-02 17:40:56,BS208,north_commercial,dormitory_resident
U028,2024-06-02 17:40:56,BS110,south_residential,student_athlete
U029,2024-06-02 17:40:56,BS208,north_commercial,foodie
U030,2024-06-02 17:40:56,BS301,east_transport,academic
U031,2024-06-02 17:40:56,BS215,north_commercial,academic
U032,2024-06-02 17:40:56,BS104,teaching_core,dormitory_resident
U033,2024-06-02 17:40:56,BS102,south_residential,student_athlete
U034,2024-06-02 17:40:56,BS216,north_commercial,social_student
U035,2024-06-02 17:40:56,BS302,south_residential,student_athlete
U036,2024-06-02 17:40:56,BS110,south_residential,dormitory_resident
U037,2024-06-02 17:40:56,BS302,south_residential,dormitory_resident
U038,2024-06-02 17:40:56,BS215,north_commercial,dormitory_resident
U039,2024-06-02 17:40:56,BS203,teaching_core,dormitory_resident
U040,2024-06-02 17:40:56,BS209,north_commercial,foodie
U041,2024-06-02 17:40:56,BS215,north_commercial,shopaholic
U042,2024-06-02 17:40:56,BS208,north_commercial,social_student
U043,2024-06-02 17:40:56,BS302,south_residential,academic
U044,2024-06-02 17:40:56,BS302,south_residential,student_athlete
U045,2024-06-02 17:40:56,BS108,east_transport,academic
U046,2024-06-02 17:40:56,BS104,teaching_core,dormitory_resident
U047,2024-06-02 17:40:56,BS103,teaching_core,academic
U048,2024-06-02 17:40:56,BS204,teaching_core,social_student
U049,2024-06-02 17:40:56,BS208,north_commercial,social_student
U050,2024-06-02 17:40:56,BS302,south_residential,dormitory_resident
U001,2024-06-02 18:11:39,BS208,north_commercial,academic
U002,2024-06-02 18:11:39,BS102,south_residential,dormitory_resident
U003,2024-06-02 18:11:39,BS217,north_commercial,academic
U004,2024-06-02 18:11:39,BS110,south_residential,shopaholic
U005,2024-06-02 18:11:39,BS101,south_residential,student_athlete
U006,2024-06-02 18:11:39,BS210,east_transport,foodie
U007,2024-06-02 18:11:39,BS106,north_commercial,social_student
U008,2024-06-02 18:11:39,BS216,north_commercial,social_student
U009,2024-06-02 18:11:39,BS107,east_transport,traveler
U010,2024-06-02 18:11:39,BS211,teaching_core,academic
U011,2024-06-02 18:11:39,BS101,south_residential,student_athlete
U012,2024-06-02 18:11:39,BS215,north_commercial,social_student
U013,2024-06-02 18:11:39,BS209,north_commercial,academic
U014,2024-06-02 18:11:39,BS213,teaching_core,academic
U015,2024-06-02 18:11:39,BS107,east_transport,academic
U016,2024-06-02 18:11:39,BS216,north_commercial,foodie
U017,2024-06-02 18:11:39,BS106,north_commercial,academic
U018,2024-06-02 18:11:39,BS208,north_commercial,shopaholic
U019,2024-06-02 18:11:39,BS110,south_residential,dormitory_resident
U020,2024-06-02 18:11:39,BS201,teaching_core,academic
U021,2024-06-02 18:11:39,BS210,east_transport,academic
U022,2024-06-02 18:11:39,BS202,teaching_core,academic
U023,2024-06-02 18:11:39,BS107,east_transport,social_student
U024,2024-06-02 18:11:39,BS213,teaching_core,academic
U025,2024-06-02 18:11:39,BS107,east_transport,commuter
U026,2024-06-02 18:11:39,BS209,north_commercial,academic
U027,2024-06-02 18:11:39,BS208,north_commercial,dormitory_resident
U028,2024-06-02 18:11:39,BS101,south_residential,student_athlete
U029,2024-06-02 18:11:39,BS216,north_commercial,foodie
U030,2024-06-02 18:11:39,BS210,east_transport,academic
U031,2024-06-02 18:11:39,BS215,north_commercial,academic
U032,2024-06-02 18:11:39,BS203,teaching_core,dormitory_resident
U033,2024-06-02 18:11:39,BS109,south_residential,student_athlete
U034,2024-06-02 18:11:39,BS209,north_commercial,social_student
U035,2024-06-02 18:11:39,BS302,south_residential,student_athlete
U036,2024-06-02 18:11:39,BS101,south_residential,dormitory_resident
U037,2024-06-02 18:11:39,BS109,south_residential,dormitory_resident
U038,2024-06-02 18:11:39,BS217,north_commercial,dormitory_resident
U039,2024-06-02 18:11:39,BS211,teaching_core,dormitory_resident
U040,2024-06-02 18:11:39,BS209,north_commercial,foodie
U041,2024-06-02 18:11:39,BS110,south_residential,shopaholic
U042,2024-06-02 18:11:39,BS302,south_residential,social_student
U043,2024-06-02 18:11:39,BS101,south_residential,academic
U044,2024-06-02 18:11:39,BS109,south_residential,student_athlete
U045,2024-06-02 18:11:39,BS210,east_transport,academic
U046,2024-06-02 18:11:39,BS302,south_residential,dormitory_resident
U047,2024-06-02 18:11:39,BS203,teaching_core,academic
U048,2024-06-02 18:11:39,BS206,teaching_core,social_student
U049,2024-06-02 18:11:39,BS216,north_commercial,social_student
U050,2024-06-02 18:11:39,BS302,south_residential,dormitory_resident
U001,2024-06-02 19:29:19,BS213,teaching_core,academic
U002,2024-06-02 19:29:19,BS302,south_residential,dormitory_resident
U003,2024-06-02 19:29:19,BS205,teaching_core,academic
U004,2024-06-02 19:29:19,BS101,south_residential,shopaholic
U005,2024-06-02 19:29:19,BS101,south_residential,student_athlete
U006,2024-06-02 19:29:19,BS215,north_commercial,foodie
U007,2024-06-02 19:29:19,BS216,north_commercial,social_student
U008,2024-06-02 19:29:19,BS102,south_residential,social_student
U009,2024-06-02 19:29:19,BS107,east_transport,traveler
U010,2024-06-02 19:29:19,BS211,teaching_core,academic
U011,2024-06-02 19:29:19,BS110,south_residential,student_athlete
U012,2024-06-02 19:29:19,BS217,north_commercial,social_student
U013,2024-06-02 19:29:19,BS215,north_commercial,academic
U014,2024-06-02 19:29:19,BS104,teaching_core,academic
U015,2024-06-02 19:29:19,BS207,teaching_core,academic
U016,2024-06-02 19:29:19,BS216,north_commercial,foodie
U017,2024-06-02 19:29:19,BS106,north_commercial,academic
U018,2024-06-02 19:29:19,BS106,north_commercial,shopaholic
U019,2024-06-02 19:29:19,BS102,south_residential,dormitory_resident
U020,2024-06-02 19:29:19,BS103,teaching_core,academic
U021,2024-06-02 19:29:19,BS107,east_transport,academic
U022,2024-06-02 19:29:19,BS210,east_transport,academic
U023,2024-06-02 19:29:19,BS216,north_commercial,social_student
U024,2024-06-02 19:29:19,BS103,teaching_core,academic
U025,2024-06-02 19:29:19,BS108,east_transport,commuter
U026,2024-06-02 19:29:19,BS201,teaching_core,academic
U027,2024-06-02 19:29:19,BS102,south_residential,dormitory_resident
U028,2024-06-02 19:29:19,BS107,east_transport,student_athlete
U029,2024-06-02 19:29:19,BS106,north_commercial,foodie
U030,2024-06-02 19:29:19,BS205,teaching_core,academic
U031,2024-06-02 19:29:19,BS214,teaching_core,academic
U032,2024-06-02 19:29:19,BS102,south_residential,dormitory_resident
U033,2024-06-02 19:29:19,BS110,south_residential,student_athlete
U034,2024-06-02 19:29:19,BS215,north_commercial,social_student
U035,2024-06-02 19:29:19,BS101,south_residential,student_athlete
U036,2024-06-02 19:29:19,BS302,south_residential,dormitory_resident
U037,2024-06-02 19:29:19,BS102,south_residential,dormitory_resident
U038,2024-06-02 19:29:19,BS102,south_residential,dormitory_resident
U039,2024-06-02 19:29:19,BS210,east_transport,dormitory_resident
U040,2024-06-02 19:29:19,BS216,north_commercial,foodie
U041,2024-06-02 19:29:19,BS209,north_commercial,shopaholic
U042,2024-06-02 19:29:19,BS101,south_residential,social_student
U043,2024-06-02 19:29:19,BS107,east_transport,academic
U044,2024-06-02 19:29:19,BS302,south_residential,student_athlete
U045,2024-06-02 19:29:19,BS301,east_transport,academic
U046,2024-06-02 19:29:19,BS101,south_residential,dormitory_resident
U047,2024-06-02 19:29:19,BS205,teaching_core,academic
U048,2024-06-02 19:29:19,BS202,teaching_core,social_student
U049,2024-06-02 19:29:19,BS209,north_commercial,social_student
U050,2024-06-02 19:29:19,BS101,south_residential,dormitory_resident
U001,2024-06-02 20:00:57,BS204,teaching_core,academic
U002,2024-06-02 20:00:57,BS109,south_residential,dormitory_resident
U003,2024-06-02 20:00:57,BS201,teaching_core,academic
U004,2024-06-02 20:00:57,BS302,south_residential,shopaholic
U005,2024-06-02 20:00:57,BS102,south_residential,student_athlete
U006,2024-06-02 20:00:57,BS209,north_commercial,foodie
U007,2024-06-02 20:00:57,BS217,north_commercial,social_student
U008,2024-06-02 20:00:57,BS217,north_commercial,social_student
U009,2024-06-02 20:00:57,BS108,east_transport,traveler
U010,2024-06-02 20:00:57,BS103,teaching_core,academic
U011,2024-06-02 20:00:57,BS212,teaching_core,student_athlete
U012,2024-06-02 20:00:57,BS215,north_commercial,social_student
U013,2024-06-02 20:00:57,BS209,north_commercial,academic
U014,2024-06-02 20:00:57,BS105,teaching_core,academic
U015,2024-06-02 20:00:57,BS213,teaching_core,academic
U016,2024-06-02 20:00:57,BS217,north_commercial,foodie
U017,2024-06-02 20:00:57,BS215,north_commercial,academic
U018,2024-06-02 20:00:57,BS216,north_commercial,shopaholic
U019,2024-06-02 20:00:57,BS101,south_residential,dormitory_resident
U020,2024-06-02 20:00:57,BS105,teaching_core,academic
U021,2024-06-02 20:00:57,BS104,teaching_core,academic
U022,2024-06-02 20:00:57,BS108,east_transport,academic
U023,2024-06-02 20:00:57,BS216,north_commercial,social_student
U024,2024-06-02 20:00:57,BS204,teaching_core,academic
U025,2024-06-02 20:00:57,BS210,east_transport,commuter
U026,2024-06-02 20:00:57,BS301,east_transport,academic
